Tag title,HD folder,Geographical coordinates
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Despedida Fabs - Junio 2016/leire/2013 10 27 Carrera contra cancer mama/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Despedida Fabs - Junio 2016/leire/2014 01 01 Nochevieja/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Despedida Fabs - Junio 2016/leire/2015 04 26 Cumple Leire/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Despedida Fabs - Junio 2016/leire/2015 05 Conoce tu telescopio/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Despedida Fabs - Junio 2016/leire/2015 07 SF/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Despedida Fabs - Junio 2016/leire/2016 05 01 Hysterie Basque/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Despedida Fabs - Junio 2016/leire/Camera1/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Despedida Fabs - Junio 2016/leire/filtro/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Despedida Fabs - Junio 2016/leire/juevintxo/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Despedida Fabs - Junio 2016/mikel/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Despedida Fabs - Junio 2016/nico/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Despedida Fabs - Junio 2016/roberto/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Despedida Fabs - Junio 2016/sato/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Despedida Konstantina - Octubre 2015/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Despedida Sato/Fotos Fer/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Despedida Sato/Fotos Roberto/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Despedidas Paty - Febrero 2014/Ale/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Despedidas Paty - Febrero 2014/Casa rural/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Despedidas Paty - Febrero 2014/Fer y Moni/Propias/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Despedidas Paty - Febrero 2014/Juanjo/1.0/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Despedidas Paty - Febrero 2014/Juanjo/2.0/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Despedidas Paty - Febrero 2014/Konstantina/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Despedidas Paty - Febrero 2014/Leyre/2012_06_08- Fotos Simulacro Despedida/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Despedidas Paty - Febrero 2014/Leyre/2012_11_10 Vikingada/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Despedidas Paty - Febrero 2014/Leyre/2013 Nochevieja/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Despedidas Paty - Febrero 2014/Leyre/2013.11 - Big van theory/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Despedidas Paty - Febrero 2014/Leyre/2013_02_08 Despedida Patty/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Despedidas Paty - Febrero 2014/Leyre/2013_04_12 Jueves de la ciencia/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Despedidas Paty - Febrero 2014/Leyre/2013_10_27 Carrera-Batalla/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Despedidas Paty - Febrero 2014/Leyre/2013_12_01 Movember/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Despedidas Paty - Febrero 2014/Leyre/Despedida 2.0/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Despedidas Paty - Febrero 2014/Paty/3.0/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Despedidas Paty - Febrero 2014/Paty/Camera1/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Diciembre 2009/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Diciembre 2011 - Navidad/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Diciembre 2012/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Diciembre 2014 - Nacionalidad y Tesis/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Diciembre 2017/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Diciembre 2018/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Drones/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Enero 2011/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Enero 2014 - Lego Technic/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Enero 2015 - PhD Roberto fiesta/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Enero 2017/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Enero 2018 - Fiesta cumpleaños/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Enero 2019/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Fabricación banco baul/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Febrero 2010/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Febrero 2012 - Pintxos casa Fabienne/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Febrero 2014/Cena Jessica/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Febrero 2014/Mudanza de casa/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Febrero 2014/Musical Los Miserables/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Febrero 2015/Guest lecture Irabia/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Febrero 2015/Pintxos internacional/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Febrero 2017/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Febrero y Marzo 2018/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Fiestas Baranain 2017/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Flores pandemia covid/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Fondeu casa Fabs - Marzo 2015/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Gamesa edificio nuevo/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Gorraitz - Cena gala Junio 2017/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Granja animales/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Halloween/Octubre 2013/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Halloween/Octubre 2015/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Hotel Tres Reyes - Aperitivo Italiano Noviembre 2016/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Invierno 2019/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Invierno/Enero 2014 - Nueva casa/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Invierno/Febrero - 2015/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Invierno/Febrero 2016/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Julio 2010/Bici/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Julio 2010/Verano/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Julio 2011/Camera1/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Julio 2011/Dentadura/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Julio 2011/Despedida Paula/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Julio 2011/Paseo bici/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Julio 2013 -  4th of July/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Julio 2014 -  4th of July/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Julio 2017/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Julio 2018/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Junio 2012/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Junio 2014 - Primavera_Verano_Mundial/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Karaoke/Camera1/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Karaoke/Videos/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Magotteaux/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Maraton San Fermin - Junio 2015/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Marzo  2010/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Marzo 2014 - Cena casa Fabs/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Marzo 2017/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Mayo  2010 - 1st WAUDIT School/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Mayo 2010/Primavera/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Mayo 2010/Ruta al trabajo/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Mayo 2011/Ida Decathlon/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Mayo 2011/Primavera/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Mayo 2012 - Paseo bici Roberto y Ale/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Mayo 2017/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Mendillori/piso 1/Camera1/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Mendillori/piso 1/Colchon/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Mendillori/piso cocina/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Mendillori/piso compra/Camera1/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Mendillori/piso compra/Piso vendedor/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Mendillori/piso reforma/Antes y después/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Mendillori/piso reforma/Camera1/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Mendillori/piso vender/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Monte San Cristobal - Abril 2011/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Mudanza calle Tudela - Septiembre 2015/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Musical Los Miserables - Febrero 2014/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Nacionalidad Setiembre 2014/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Navidad 2013/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Navidad 2019/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Nicolas secondment - Octubre 2012/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Nieve en Pamplona - Marzo 2016/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Noviembre 2011/Otoño/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Noviembre 2011/Paseos bici/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Noviembre 2012/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Noviembre 2013/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Noviembre 2016/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Observatorio Astronomico amigos Ciencia/Mayo 2016/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Octubre 2016/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Octubre 2017/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Otoño - Navidad 2014/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Otoño 2018-11/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Pantano de Alloz/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Paseos de coche/Julio 2013/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Primavera - Mayo 2015/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Primavera 2014/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Primavera 2016/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Primer semestre - 2019/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Pueblos sur Navarra/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Rio Irotz/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Rockopolis - Septiembre 2012/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Salsemba/Catamarán/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Salsemba/baile fin curso - Junio 2016/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Salsemba/fin curso intermedio - Julio 2016/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/San Fermin/Julio 2010/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/San Fermin/Julio 2011/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/San Fermin/Julio 2013/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/San Fermin/Julio 2013 - 2/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/San Fermin/Julio 2014/Camera1/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/San Fermin/Julio 2014/Otros/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/San Fermin/Julio 2016/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/San Fermin/Julio 2018/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/San Fermin/Julio 2019/San Fermin/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/San Fermin/Julio 2019/San Fermin - Azalea/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/San Fermin/Julio 2019/San Fermin 2/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Septiembre 2011/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Septiembre 2015/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Septiembre 2016/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Septiembre 2017/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Septiembre 2018/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Septiembre_Diciembre 2013 - Cuajada/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Somier/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/UPNA/Clases/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/UPNA/Waudit last meeting - Enero 2013/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Verano 2014/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Verano 2019/Verano_1/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Verano 2019/Verano_2/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Verano/Julio 2015/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Verano/Maraton - Junio 2016/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Verano/Mayo a Julio 2018/Camera1/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Verano/Mayo a Julio 2018/Parque de los sentidos/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Verano/Septiembre 2015/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Visita Adrian CNFL - Abril 2016/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Visitar sitios/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Votaciones - 2019/,42.8125;-1.6458
España/Parque Aralar,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Parque Aralar/Junio 2013/,43.0583;-2.1167
España/Pasaia,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Pasaia/,43.3256;-1.9225
España/Pedro,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Panticosa/Pedro/,40.4168;-3.7038
España/Petilla de Aragon,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Petilla de Aragon/,42.4556;-1.08
España/Pueblo de Sergio,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Hondón de los Frailes/Pueblo de Sergio/,40.4168;-3.7038
España/Puente La Reina,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Puente La Reina/Camino de Santiago/Camera1/,42.6722;-1.8111
España/Puente La Reina,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Puente La Reina/Camino de Santiago/Otra camara/,42.6722;-1.8111
España/Puente La Reina,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Puente La Reina/Camino de Santiago/Retratos/,42.6722;-1.8111
España/Puente La Reina,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Puente La Reina/Diciembre 2011/,42.6722;-1.8111
España/Pueyo,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pueyo/2017-10/,42.5667;-1.6475
España/Republica Checa,/media/patito/seagate/Personal/Fotos/Camera/Europa/Visitas/Viaje Europa - Rosibel e Ileana - Julio 2008/Republica Checa/Praga/Kodak/,40.4168;-3.7038
España/Republica Checa,/media/patito/seagate/Personal/Fotos/Camera/Europa/Visitas/Viaje Europa - Rosibel e Ileana - Julio 2008/Republica Checa/Praga/Nikon 1/,40.4168;-3.7038
España/Republica Checa,/media/patito/seagate/Personal/Fotos/Camera/Europa/Visitas/Viaje Europa - Rosibel e Ileana - Julio 2008/Republica Checa/Praga/Nikon 2/,40.4168;-3.7038
España/Ribes de Freser,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Cataluña/Ribes de Freser/,42.3073;2.1702
España/Roncesvalles,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Roncesvalles/Octubre 2011/,43.0092;-1.3194
España/Roses,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Cataluña/Roses/,42.2669;3.1779
España/Río Urederra,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Río Urederra/Febrero 2015/,40.4168;-3.7038
España/Río Urederra,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Río Urederra/Junio 2012/,40.4168;-3.7038
España/Sabadell,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Cataluña/Sabadell/,41.5436;2.1095
